title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
The Sword and the trowel,"Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/swordtrowel25spur/swordtrowel25spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
The treasury of David,"Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/thetreasuryofdav00spuruoft/thetreasuryofdav00spuruoft_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
"Third series of lectures to my students : the art of illustration : being addresses delivered to the students of the Pastors' College, Metropolitan Tabernacle","Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/thirdseriesoflec00spuruoft/thirdseriesoflec00spuruoft_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
"Autobiography of Charles H. Spurgeon compiled from his diary, letters and records by his wife and his private secretary","Spurgeon, C. H. (Charles Haddon)",https://archive.org/download/autobiographyofc04inspur/autobiographyofc04inspur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
"Morning by morning : or, Daily readings for the family or the closet","Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/morningbymornin00spur/morningbymornin00spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
The autobiography of Charles H. Spurgeon,"Spurgeon, C. H. (Charles Haddon), 1834-1892; Spurgeon, Susannah Thompson, 1832-1903; Harrald, W J",https://archive.org/download/autobiographyofc01spur/autobiographyofc01spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
The autobiography of Charles H. Spurgeon,"Spurgeon, C. H. (Charles Haddon), 1834-1892; Spurgeon, Susannah Thompson, 1832-1903; Harrald, W J",https://archive.org/download/autobiographyofc03spur/autobiographyofc03spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
"Illustrations and meditations; or, Flowers from a Puritan's garden, distilled and dispensed","Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/illustrationsmed00spur/illustrationsmed00spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
Our Lord's passion and death : sermons,"Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/ourlordspassiona00spuruoft/ourlordspassiona00spuruoft_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
The treasury of David,"Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/treasuryofdavid04spuruoft/treasuryofdavid04spuruoft_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Requested author collection;Use with discernment;OCR spot-check,"Spurgeon preaching, devotional, and teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
